observation_date	FEDFUNDS_CHG_19961203	FEDFUNDS_CHG_19970107	FEDFUNDS_CHG_19970204	FEDFUNDS_CHG_19970304	FEDFUNDS_CHG_19970408	FEDFUNDS_CHG_19970506	FEDFUNDS_CHG_19970603	FEDFUNDS_CHG_19970708	FEDFUNDS_CHG_19970805	FEDFUNDS_CHG_19970902	FEDFUNDS_CHG_19971007	FEDFUNDS_CHG_19971104	FEDFUNDS_CHG_19971202	FEDFUNDS_CHG_19971210	FEDFUNDS_CHG_19980106	FEDFUNDS_CHG_19980203	FEDFUNDS_CHG_19980303	FEDFUNDS_CHG_19980407	FEDFUNDS_CHG_19980505	FEDFUNDS_CHG_19980602	FEDFUNDS_CHG_19980707	FEDFUNDS_CHG_19980804	FEDFUNDS_CHG_19980908	FEDFUNDS_CHG_19981006	FEDFUNDS_CHG_19981103	FEDFUNDS_CHG_19981208	FEDFUNDS_CHG_19990105	FEDFUNDS_CHG_19990202	FEDFUNDS_CHG_19990302	FEDFUNDS_CHG_19990406	FEDFUNDS_CHG_19990504	FEDFUNDS_CHG_19990608	FEDFUNDS_CHG_19990706	FEDFUNDS_CHG_19990803	FEDFUNDS_CHG_19990907	FEDFUNDS_CHG_19991005	FEDFUNDS_CHG_19991102	FEDFUNDS_CHG_19991207	FEDFUNDS_CHG_20000104	FEDFUNDS_CHG_20000208	FEDFUNDS_CHG_20000307	FEDFUNDS_CHG_20000404	FEDFUNDS_CHG_20000502	FEDFUNDS_CHG_20000606	FEDFUNDS_CHG_20000705	FEDFUNDS_CHG_20000808	FEDFUNDS_CHG_20000905	FEDFUNDS_CHG_20001003	FEDFUNDS_CHG_20001107	FEDFUNDS_CHG_20001205	FEDFUNDS_CHG_20010102	FEDFUNDS_CHG_20010206	FEDFUNDS_CHG_20010306	FEDFUNDS_CHG_20010403	FEDFUNDS_CHG_20010508	FEDFUNDS_CHG_20010605	FEDFUNDS_CHG_20010703	FEDFUNDS_CHG_20010807	FEDFUNDS_CHG_20010904	FEDFUNDS_CHG_20011002	FEDFUNDS_CHG_20011106	FEDFUNDS_CHG_20011204	FEDFUNDS_CHG_20020108	FEDFUNDS_CHG_20020204	FEDFUNDS_CHG_20020304	FEDFUNDS_CHG_20020401	FEDFUNDS_CHG_20020506	FEDFUNDS_CHG_20020603	FEDFUNDS_CHG_20020701	FEDFUNDS_CHG_20020805	FEDFUNDS_CHG_20020903	FEDFUNDS_CHG_20021007	FEDFUNDS_CHG_20021104	FEDFUNDS_CHG_20021202	FEDFUNDS_CHG_20030106	FEDFUNDS_CHG_20030203	FEDFUNDS_CHG_20030303	FEDFUNDS_CHG_20030407	FEDFUNDS_CHG_20030505	FEDFUNDS_CHG_20030602	FEDFUNDS_CHG_20030707	FEDFUNDS_CHG_20030804	FEDFUNDS_CHG_20030902	FEDFUNDS_CHG_20031006	FEDFUNDS_CHG_20031103	FEDFUNDS_CHG_20031201	FEDFUNDS_CHG_20040105	FEDFUNDS_CHG_20040202	FEDFUNDS_CHG_20040301	FEDFUNDS_CHG_20040405	FEDFUNDS_CHG_20040503	FEDFUNDS_CHG_20040607	FEDFUNDS_CHG_20040706	FEDFUNDS_CHG_20040802	FEDFUNDS_CHG_20040907	FEDFUNDS_CHG_20041004	FEDFUNDS_CHG_20041101	FEDFUNDS_CHG_20041206	FEDFUNDS_CHG_20050103	FEDFUNDS_CHG_20050207	FEDFUNDS_CHG_20050307	FEDFUNDS_CHG_20050404	FEDFUNDS_CHG_20050502	FEDFUNDS_CHG_20050606	FEDFUNDS_CHG_20050705	FEDFUNDS_CHG_20050801	FEDFUNDS_CHG_20050906	FEDFUNDS_CHG_20051003	FEDFUNDS_CHG_20051107	FEDFUNDS_CHG_20051205	FEDFUNDS_CHG_20060103	FEDFUNDS_CHG_20060206	FEDFUNDS_CHG_20060306	FEDFUNDS_CHG_20060403	FEDFUNDS_CHG_20060501	FEDFUNDS_CHG_20060605	FEDFUNDS_CHG_20060703	FEDFUNDS_CHG_20060807	FEDFUNDS_CHG_20060905	FEDFUNDS_CHG_20061002	FEDFUNDS_CHG_20061106	FEDFUNDS_CHG_20061204	FEDFUNDS_CHG_20070103	FEDFUNDS_CHG_20070205	FEDFUNDS_CHG_20070305	FEDFUNDS_CHG_20070402	FEDFUNDS_CHG_20070507	FEDFUNDS_CHG_20070604	FEDFUNDS_CHG_20070702	FEDFUNDS_CHG_20070806	FEDFUNDS_CHG_20070904	FEDFUNDS_CHG_20071001	FEDFUNDS_CHG_20071105	FEDFUNDS_CHG_20071203	FEDFUNDS_CHG_20080107	FEDFUNDS_CHG_20080204	FEDFUNDS_CHG_20080303	FEDFUNDS_CHG_20080407	FEDFUNDS_CHG_20080505	FEDFUNDS_CHG_20080602	FEDFUNDS_CHG_20080707	FEDFUNDS_CHG_20080804	FEDFUNDS_CHG_20080902	FEDFUNDS_CHG_20081006	FEDFUNDS_CHG_20081103	FEDFUNDS_CHG_20081201	FEDFUNDS_CHG_20090105	FEDFUNDS_CHG_20090202	FEDFUNDS_CHG_20090302	FEDFUNDS_CHG_20090406	FEDFUNDS_CHG_20090504	FEDFUNDS_CHG_20090601	FEDFUNDS_CHG_20090706	FEDFUNDS_CHG_20090803	FEDFUNDS_CHG_20090908	FEDFUNDS_CHG_20091005	FEDFUNDS_CHG_20091102	FEDFUNDS_CHG_20091207	FEDFUNDS_CHG_20100104	FEDFUNDS_CHG_20100201	FEDFUNDS_CHG_20100301	FEDFUNDS_CHG_20100405	FEDFUNDS_CHG_20100503	FEDFUNDS_CHG_20100607	FEDFUNDS_CHG_20100706	FEDFUNDS_CHG_20100802	FEDFUNDS_CHG_20100907	FEDFUNDS_CHG_20101004	FEDFUNDS_CHG_20101101	FEDFUNDS_CHG_20101206	FEDFUNDS_CHG_20110103	FEDFUNDS_CHG_20110110	FEDFUNDS_CHG_20110111	FEDFUNDS_CHG_20110207	FEDFUNDS_CHG_20110307	FEDFUNDS_CHG_20110404	FEDFUNDS_CHG_20110502	FEDFUNDS_CHG_20110606	FEDFUNDS_CHG_20110705	FEDFUNDS_CHG_20110801	FEDFUNDS_CHG_20110906	FEDFUNDS_CHG_20111011	FEDFUNDS_CHG_20111107	FEDFUNDS_CHG_20111205	FEDFUNDS_CHG_20120109	FEDFUNDS_CHG_20120206	FEDFUNDS_CHG_20120305	FEDFUNDS_CHG_20120402	FEDFUNDS_CHG_20120507	FEDFUNDS_CHG_20120604	FEDFUNDS_CHG_20120702	FEDFUNDS_CHG_20120806	FEDFUNDS_CHG_20120904	FEDFUNDS_CHG_20121001	FEDFUNDS_CHG_20121105	FEDFUNDS_CHG_20121210	FEDFUNDS_CHG_20130107	FEDFUNDS_CHG_20130204	FEDFUNDS_CHG_20130304	FEDFUNDS_CHG_20130404	FEDFUNDS_CHG_20130506	FEDFUNDS_CHG_20130610	FEDFUNDS_CHG_20130708	FEDFUNDS_CHG_20130812	FEDFUNDS_CHG_20130903	FEDFUNDS_CHG_20131007	FEDFUNDS_CHG_20131104	FEDFUNDS_CHG_20131202	FEDFUNDS_CHG_20140106	FEDFUNDS_CHG_20140203	FEDFUNDS_CHG_20140304	FEDFUNDS_CHG_20140407	FEDFUNDS_CHG_20140505	FEDFUNDS_CHG_20140602	FEDFUNDS_CHG_20140710	FEDFUNDS_CHG_20140804	FEDFUNDS_CHG_20140902	FEDFUNDS_CHG_20141006	FEDFUNDS_CHG_20141103	FEDFUNDS_CHG_20141201	FEDFUNDS_CHG_20150105	FEDFUNDS_CHG_20150202	FEDFUNDS_CHG_20150302	FEDFUNDS_CHG_20150406	FEDFUNDS_CHG_20150504	FEDFUNDS_CHG_20150601	FEDFUNDS_CHG_20150701	FEDFUNDS_CHG_20150803	FEDFUNDS_CHG_20150914	FEDFUNDS_CHG_20151005	FEDFUNDS_CHG_20151102	FEDFUNDS_CHG_20151207	FEDFUNDS_CHG_20160104	FEDFUNDS_CHG_20160201	FEDFUNDS_CHG_20160307	FEDFUNDS_CHG_20160404	FEDFUNDS_CHG_20160502	FEDFUNDS_CHG_20160606	FEDFUNDS_CHG_20160705	FEDFUNDS_CHG_20160801	FEDFUNDS_CHG_20160906	FEDFUNDS_CHG_20161003	FEDFUNDS_CHG_20161103	FEDFUNDS_CHG_20161201	FEDFUNDS_CHG_20170103	FEDFUNDS_CHG_20170201	FEDFUNDS_CHG_20170301	FEDFUNDS_CHG_20170403	FEDFUNDS_CHG_20170501	FEDFUNDS_CHG_20170601	FEDFUNDS_CHG_20170703	FEDFUNDS_CHG_20170801	FEDFUNDS_CHG_20170901	FEDFUNDS_CHG_20171002	FEDFUNDS_CHG_20171101	FEDFUNDS_CHG_20171201	FEDFUNDS_CHG_20180102	FEDFUNDS_CHG_20180201	FEDFUNDS_CHG_20180301	FEDFUNDS_CHG_20180402	FEDFUNDS_CHG_20180501	FEDFUNDS_CHG_20180601	FEDFUNDS_CHG_20180702	FEDFUNDS_CHG_20180801	FEDFUNDS_CHG_20180904	FEDFUNDS_CHG_20181001	FEDFUNDS_CHG_20181101	FEDFUNDS_CHG_20181203	FEDFUNDS_CHG_20190102	FEDFUNDS_CHG_20190201	FEDFUNDS_CHG_20190301	FEDFUNDS_CHG_20190401	FEDFUNDS_CHG_20190501	FEDFUNDS_CHG_20190603	FEDFUNDS_CHG_20190701	FEDFUNDS_CHG_20190801	FEDFUNDS_CHG_20190903	FEDFUNDS_CHG_20191001	FEDFUNDS_CHG_20191101	FEDFUNDS_CHG_20191202	FEDFUNDS_CHG_20200102	FEDFUNDS_CHG_20200203	FEDFUNDS_CHG_20200302	FEDFUNDS_CHG_20200401	FEDFUNDS_CHG_20200501	FEDFUNDS_CHG_20200601	FEDFUNDS_CHG_20200701	FEDFUNDS_CHG_20200721	FEDFUNDS_CHG_20200803	FEDFUNDS_CHG_20200805	FEDFUNDS_CHG_20200901	FEDFUNDS_CHG_20201001	FEDFUNDS_CHG_20201013	FEDFUNDS_CHG_20201102	FEDFUNDS_CHG_20201201	FEDFUNDS_CHG_20210104	FEDFUNDS_CHG_20210201	FEDFUNDS_CHG_20210301	FEDFUNDS_CHG_20210401	FEDFUNDS_CHG_20210503	FEDFUNDS_CHG_20210601	FEDFUNDS_CHG_20210701	FEDFUNDS_CHG_20210802	FEDFUNDS_CHG_20210901	FEDFUNDS_CHG_20211001	FEDFUNDS_CHG_20211101	FEDFUNDS_CHG_20211201	FEDFUNDS_CHG_20220103	FEDFUNDS_CHG_20220201	FEDFUNDS_CHG_20220301	FEDFUNDS_CHG_20220401	FEDFUNDS_CHG_20220502	FEDFUNDS_CHG_20220601	FEDFUNDS_CHG_20220701	FEDFUNDS_CHG_20220801	FEDFUNDS_CHG_20220901	FEDFUNDS_CHG_20221003	FEDFUNDS_CHG_20221101	FEDFUNDS_CHG_20221201	FEDFUNDS_CHG_20230103	FEDFUNDS_CHG_20230201	FEDFUNDS_CHG_20230301	FEDFUNDS_CHG_20230403	FEDFUNDS_CHG_20230501	FEDFUNDS_CHG_20230601	FEDFUNDS_CHG_20230703	FEDFUNDS_CHG_20230801	FEDFUNDS_CHG_20230901	FEDFUNDS_CHG_20231002	FEDFUNDS_CHG_20231101	FEDFUNDS_CHG_20231201	FEDFUNDS_CHG_20240102	FEDFUNDS_CHG_20240201	FEDFUNDS_CHG_20240301	FEDFUNDS_CHG_20240401	FEDFUNDS_CHG_20240501	FEDFUNDS_CHG_20240603	FEDFUNDS_CHG_20240701	FEDFUNDS_CHG_20240801	FEDFUNDS_CHG_20240903	FEDFUNDS_CHG_20241001	FEDFUNDS_CHG_20241101
1990-07-01	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14	-0.14
1990-08-01	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02
1990-09-01	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07
1990-10-01	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09	-0.09
